Datetime,Date,Time,Temp,Light,Sound,CO2,CO2_Slope,PIR_S1,PIR_S2,Room_Occupancy_Count
2017-12-22 11:24:55,2017-12-22,11:24:55,81.5575,235.0,0.42500000000000004,440,0.846153846154,0,0,1
2017-12-22 11:25:25,2017-12-22,11:25:25,81.5575,237.25,2.2199999999999998,445,0.857692307692,0,0,1
2017-12-22 11:33:05,2017-12-22,11:33:05,82.0075,480.25,0.7075,450,0.688461538462,0,0,2
2017-12-22 11:36:39,2017-12-22,11:36:39,82.2125,479.5,1.2975,460,0.453846153846,0,0,2
2017-12-22 11:42:47,2017-12-22,11:42:47,82.3925,475.5,2.1625,500,2.24615384615,0,0,2
2017-12-22 11:44:50,2017-12-22,11:44:50,82.4375,472.5,0.5700000000000001,515,3.11153846154,0,0,2
2017-12-22 11:45:51,2017-12-22,11:45:51,82.5225,474.75,2.4624999999999995,515,3.33846153846,0,0,2
2017-12-22 11:50:57,2017-12-22,11:50:57,82.5825,475.0,0.4775000000000001,550,3.48846153846,0,0,2
2017-12-22 12:00:39,2017-12-22,12:00:39,84.28,484.25,0.705,590,1.99615384615,0,0,2
2017-12-22 12:01:10,2017-12-22,12:01:10,84.295,487.5,0.35500000000000004,590,2.01923076923,0,0,2
2017-12-22 12:01:41,2017-12-22,12:01:41,84.56,489.5,0.22500000000000003,600,2.14615384615,0,0,2
2017-12-22 12:02:11,2017-12-22,12:02:11,84.62,490.5,0.20500000000000002,600,2.23076923077,0,0,2
2017-12-22 12:02:42,2017-12-22,12:02:42,84.67999999999999,490.5,0.2575,595,2.22692307692,0,0,2
2017-12-22 12:04:14,2017-12-22,12:04:14,84.825,492.75,0.35000000000000003,595,2.22307692308,0,0,2
2017-12-22 12:07:48,2017-12-22,12:07:48,84.55499999999999,491.75,1.2525,595,1.24615384615,0,0,2
2017-12-22 12:08:49,2017-12-22,12:08:49,84.615,491.75,0.185,610,1.06538461538,0,0,2
2017-12-22 12:09:20,2017-12-22,12:09:20,84.55499999999999,494.0,0.325,605,1.0,0,0,2
2017-12-22 12:11:23,2017-12-22,12:11:23,84.78,495.0,1.59,620,1.01153846154,0,0,2
2017-12-22 12:14:57,2017-12-22,12:14:57,85.51,486.75,1.5675000000000001,625,1.83076923077,0,0,2
2017-12-22 12:21:35,2017-12-22,12:21:35,85.465,489.0,0.3275,645,1.11153846154,0,0,2
2017-12-22 12:23:38,2017-12-22,12:23:38,85.45,498.75,1.355,650,1.02692307692,0,0,2
2017-12-22 12:24:09,2017-12-22,12:24:09,85.63,495.75,1.5999999999999999,640,0.915384615385,0,0,2
2017-12-22 12:25:40,2017-12-22,12:25:40,85.895,495.25,0.735,645,0.869230769231,0,0,2
2017-12-22 12:26:11,2017-12-22,12:26:11,85.88,495.25,0.9500000000000001,640,0.846153846154,0,0,2
2017-12-22 12:26:42,2017-12-22,12:26:42,85.895,494.0,0.20500000000000002,645,0.861538461538,0,0,2
2017-12-22 12:27:12,2017-12-22,12:27:12,85.82000000000001,491.0,0.21500000000000002,640,0.819230769231,0,0,2
2017-12-22 12:27:43,2017-12-22,12:27:43,85.835,490.0,0.30750000000000005,645,0.765384615385,0,0,2
2017-12-22 12:28:14,2017-12-22,12:28:14,85.63,492.5,0.30500000000000005,645,0.696153846154,0,0,2
2017-12-22 14:17:29,2017-12-22,14:17:29,85.725,154.0,0.335,965,-0.346153846154,0,0,0
2017-12-22 14:18:00,2017-12-22,14:18:00,85.74,160.5,0.195,970,-0.3,0,0,0
2017-12-22 14:18:31,2017-12-22,14:18:31,85.67999999999999,158.25,0.20500000000000002,970,-0.211538461538,0,0,0
2017-12-22 14:19:01,2017-12-22,14:19:01,85.655,157.25,0.22500000000000003,970,-0.176923076923,0,0,0
2017-12-22 14:19:32,2017-12-22,14:19:32,85.67,156.0,0.20500000000000002,970,-0.1,0,0,0
2017-12-22 14:20:03,2017-12-22,14:20:03,85.61,153.75,0.195,970,0.0230769230769,0,0,0
2017-12-22 14:20:33,2017-12-22,14:20:33,85.595,150.75,0.195,965,0.05,0,0,0
2017-12-22 14:21:04,2017-12-22,14:21:04,85.55,151.75,0.20500000000000002,970,0.173076923077,0,0,0
2017-12-22 14:21:35,2017-12-22,14:21:35,85.475,150.75,0.195,965,0.3,0,0,0
2017-12-22 14:22:05,2017-12-22,14:22:05,85.41499999999999,150.75,0.195,960,0.338461538462,0,0,0
2017-12-22 14:22:36,2017-12-22,14:22:36,85.345,149.75,0.1975,965,0.380769230769,0,0,0
2017-12-22 14:23:06,2017-12-22,14:23:06,85.285,154.25,0.29750000000000004,965,0.373076923077,0,0,0
2017-12-22 14:23:37,2017-12-22,14:23:37,85.285,156.5,0.2725,965,0.311538461538,0,0,0
2017-12-22 14:24:08,2017-12-22,14:24:08,85.23,157.5,0.235,975,0.384615384615,0,0,0
2017-12-22 14:24:38,2017-12-22,14:24:38,85.285,158.25,0.20500000000000002,975,0.496153846154,0,0,0
2017-12-22 14:25:09,2017-12-22,14:25:09,85.23,157.25,0.195,975,0.6,0,0,0
2017-12-22 14:25:40,2017-12-22,14:25:40,85.285,157.0,0.1975,970,0.65,0,0,0
2017-12-22 14:26:10,2017-12-22,14:26:10,85.225,153.75,0.265,965,0.65,0,0,0
2017-12-22 14:26:41,2017-12-22,14:26:41,85.225,154.0,0.22750000000000004,960,0.553846153846,0,0,0
2017-12-22 14:27:12,2017-12-22,14:27:12,85.1375,156.25,0.385,960,0.407692307692,0,0,0
2017-12-22 14:27:42,2017-12-22,14:27:42,85.16499999999999,156.25,0.1975,955,0.161538461538,0,0,0
2017-12-22 14:28:13,2017-12-22,14:28:13,85.095,156.0,0.27,945,-0.180769230769,0,0,0
2017-12-22 14:28:43,2017-12-22,14:28:43,85.095,153.75,0.4625,945,-0.519230769231,0,0,0
2017-12-22 14:29:45,2017-12-22,14:29:45,85.05,152.75,0.355,950,-0.788461538462,0,0,0
2017-12-22 14:30:15,2017-12-22,14:30:15,85.095,150.75,0.195,940,-0.996153846154,0,0,0
2017-12-22 14:30:46,2017-12-22,14:30:46,85.035,150.75,0.2025,930,-1.22692307692,0,0,0
2017-12-22 14:31:17,2017-12-22,14:31:17,85.035,149.75,0.20500000000000002,920,-1.51923076923,0,0,0
2017-12-22 14:31:47,2017-12-22,14:31:47,84.9575,151.0,0.195,910,-1.86538461538,0,0,0
2017-12-22 14:32:18,2017-12-22,14:32:18,84.975,153.0,0.20500000000000002,900,-2.25769230769,0,0,0
2017-12-22 14:32:48,2017-12-22,14:32:48,84.91499999999999,156.0,0.195,890,-2.68846153846,0,0,0
2017-12-22 14:33:19,2017-12-22,14:33:19,84.91499999999999,156.25,0.32250000000000006,880,-3.2,0,0,0
2017-12-22 14:43:32,2017-12-22,14:43:32,84.66499999999999,147.75,0.21500000000000002,820,-3.49615384615,0,0,0
2017-12-22 14:44:02,2017-12-22,14:44:02,84.66499999999999,147.5,0.195,815,-3.15,0,0,0
2017-12-22 14:44:33,2017-12-22,14:44:33,84.66499999999999,145.25,0.20500000000000002,815,-2.82307692308,0,0,0
2017-12-22 14:45:04,2017-12-22,14:45:04,84.6475,145.25,0.1975,815,-2.52307692308,0,0,0
2017-12-22 14:45:34,2017-12-22,14:45:34,84.535,145.5,0.21500000000000002,805,-2.35,0,0,0
2017-12-22 14:46:05,2017-12-22,14:46:05,84.5775,146.5,0.195,805,-2.21153846154,0,0,0
2017-12-22 14:46:36,2017-12-22,14:46:36,84.5775,144.25,0.195,800,-2.16153846154,0,0,0
2017-12-22 14:47:06,2017-12-22,14:47:06,84.4575,145.25,0.245,795,-2.15384615385,0,0,0
2017-12-22 14:47:37,2017-12-22,14:47:37,84.58749999999999,146.5,0.26,785,-2.28461538462,0,0,0
2017-12-22 14:48:08,2017-12-22,14:48:08,84.5275,146.5,0.23500000000000004,775,-2.50384615385,0,0,0
2017-12-22 14:48:38,2017-12-22,14:48:38,84.535,147.5,0.22,770,-2.76153846154,0,0,0
2017-12-22 14:49:09,2017-12-22,14:49:09,84.535,144.25,0.22,770,-2.91153846154,0,0,0
2017-12-22 14:49:39,2017-12-22,14:49:39,84.535,145.5,0.195,765,-3.09615384615,0,0,0
2017-12-22 14:50:10,2017-12-22,14:50:10,84.475,144.5,0.1975,760,-3.31538461538,0,0,0
2017-12-22 14:50:41,2017-12-22,14:50:41,84.5175,143.25,0.20500000000000002,760,-3.47307692308,0,0,0
2017-12-22 14:55:16,2017-12-22,14:55:16,84.345,136.5,0.195,755,-3.39615384615,0,0,0
2017-12-22 14:55:47,2017-12-22,14:55:47,84.405,137.5,0.195,750,-3.23461538462,0,0,0
2017-12-22 14:56:18,2017-12-22,14:56:18,84.345,136.5,0.185,740,-3.11153846154,0,0,0
2017-12-22 14:56:48,2017-12-22,14:56:48,84.345,132.25,0.1975,730,-3.06923076923,0,0,0
2017-12-22 14:57:19,2017-12-22,14:57:19,84.3275,131.0,0.22750000000000004,730,-2.96153846154,0,0,0
2017-12-22 14:57:50,2017-12-22,14:57:50,84.3275,128.75,0.235,720,-2.88076923077,0,0,0
2017-12-22 14:58:20,2017-12-22,14:58:20,84.3875,128.75,0.21500000000000002,715,-2.87307692308,0,0,0
2017-12-22 14:58:51,2017-12-22,14:58:51,84.3275,127.75,0.21500000000000002,710,-2.84230769231,0,0,0
2017-12-22 14:59:22,2017-12-22,14:59:22,84.2675,126.75,0.20750000000000002,715,-2.74230769231,0,0,0
2017-12-22 14:59:52,2017-12-22,14:59:52,84.345,123.25,0.23750000000000004,715,-2.62692307692,0,0,0
2017-12-22 15:00:23,2017-12-22,15:00:23,84.2675,126.75,0.21750000000000003,715,-2.55,0,0,0
2017-12-22 15:00:53,2017-12-22,15:00:53,84.2675,131.25,0.195,715,-2.51923076923,0,0,0
2017-12-22 15:01:24,2017-12-22,15:01:24,84.2675,131.25,0.185,715,-2.49230769231,0,0,0
2017-12-22 15:01:55,2017-12-22,15:01:55,84.2075,132.25,0.21750000000000003,705,-2.51538461538,0,0,0
2017-12-22 15:02:25,2017-12-22,15:02:25,84.225,132.25,0.21500000000000002,705,-2.53846153846,0,0,0
2017-12-22 15:02:56,2017-12-22,15:02:56,84.2075,132.5,0.195,705,-2.56538461538,0,0,0
2017-12-22 15:03:27,2017-12-22,15:03:27,84.2075,133.5,0.185,705,-2.55,0,0,0
2017-12-22 15:03:57,2017-12-22,15:03:57,84.2075,131.25,0.185,695,-2.63461538462,0,0,0
2017-12-22 15:04:28,2017-12-22,15:04:28,84.2075,131.25,0.22500000000000003,690,-2.76923076923,0,0,0
2017-12-22 15:04:58,2017-12-22,15:04:58,84.2075,130.25,0.185,690,-2.80769230769,0,0,0
2017-12-22 15:05:29,2017-12-22,15:05:29,84.2075,131.25,0.195,695,-2.8,0,0,0
2017-12-22 15:06:00,2017-12-22,15:06:00,84.1475,134.5,0.20500000000000002,690,-2.79615384615,0,0,0
2017-12-22 15:06:30,2017-12-22,15:06:30,84.16499999999999,139.0,0.20500000000000002,685,-2.74230769231,0,0,0
2017-12-22 15:07:01,2017-12-22,15:07:01,84.0775,136.5,0.20500000000000002,680,-2.68076923077,0,0,0
2017-12-22 15:07:32,2017-12-22,15:07:32,84.1475,134.5,0.1975,685,-2.56538461538,0,0,0
2017-12-22 15:08:02,2017-12-22,15:08:02,84.1475,130.25,0.195,690,-2.30384615385,0,0,0
2017-12-22 15:08:33,2017-12-22,15:08:33,84.1475,126.75,0.22750000000000004,685,-2.08846153846,0,0,0
2017-12-22 15:09:04,2017-12-22,15:09:04,84.1475,124.5,0.31,685,-1.92307692308,0,0,0
2017-12-22 15:10:05,2017-12-22,15:10:05,84.1475,123.25,0.20500000000000002,680,-1.86153846154,0,0,0
2017-12-22 15:10:35,2017-12-22,15:10:35,84.1475,123.25,0.20500000000000002,675,-1.80769230769,0,0,0
2017-12-22 15:11:06,2017-12-22,15:11:06,84.1475,120.25,0.2475,680,-1.76538461538,0,0,0
2017-12-22 15:11:37,2017-12-22,15:11:37,84.1475,123.25,0.22,675,-1.78846153846,0,0,0
2017-12-22 15:12:07,2017-12-22,15:12:07,84.1475,123.25,0.24500000000000005,675,-1.83076923077,0,0,0
2017-12-22 15:12:38,2017-12-22,15:12:38,84.0775,122.25,0.22750000000000004,675,-1.79615384615,0,0,0
2017-12-22 15:13:09,2017-12-22,15:13:09,84.0275,122.25,0.195,675,-1.73076923077,0,0,0
2017-12-22 15:13:39,2017-12-22,15:13:39,84.0775,120.25,0.22500000000000003,670,-1.68076923077,0,0,0
2017-12-22 15:14:10,2017-12-22,15:14:10,83.9575,120.25,0.265,655,-1.73461538462,0,0,0
2017-12-22 15:14:41,2017-12-22,15:14:41,84.0275,119.25,0.195,655,-1.74230769231,0,0,0
2017-12-22 15:15:11,2017-12-22,15:15:11,83.975,119.25,0.195,650,-1.85,0,0,0
2017-12-22 15:15:42,2017-12-22,15:15:42,84.105,119.25,0.20500000000000002,650,-1.91538461538,0,0,0
2017-12-22 15:16:12,2017-12-22,15:16:12,84.0175,120.25,0.29750000000000004,640,-2.03076923077,0,0,0
2017-12-22 15:16:43,2017-12-22,15:16:43,83.975,123.5,0.185,640,-2.09615384615,0,0,0
2017-12-22 15:17:14,2017-12-22,15:17:14,84.0275,124.5,0.1975,640,-2.21153846154,0,0,0
2017-12-22 15:17:44,2017-12-22,15:17:44,84.0175,124.5,0.1925,635,-2.38076923077,0,0,0
2017-12-22 15:18:15,2017-12-22,15:18:15,83.975,122.5,0.1975,625,-2.6,0,0,0
2017-12-22 15:18:46,2017-12-22,15:18:46,83.9575,122.5,0.20500000000000002,630,-2.67307692308,0,0,0
2017-12-22 15:19:16,2017-12-22,15:19:16,83.975,121.25,0.195,625,-2.79230769231,0,0,0
2017-12-22 15:19:47,2017-12-22,15:19:47,83.9575,121.25,0.22750000000000004,620,-2.95769230769,0,0,0
2017-12-22 15:20:18,2017-12-22,15:20:18,84.0275,121.25,0.195,615,-3.16923076923,0,0,0
2017-12-22 15:20:48,2017-12-22,15:20:48,83.9575,121.25,0.195,610,-3.32692307692,0,0,0
2017-12-22 15:21:19,2017-12-22,15:21:19,83.9575,120.25,0.21500000000000002,600,-3.46923076923,0,0,0
2017-12-22 15:26:25,2017-12-22,15:26:25,83.9575,238.0,0.195,595,-3.35769230769,0,0,1
2017-12-22 15:27:26,2017-12-22,15:27:26,84.0275,244.25,0.405,590,-2.97307692308,0,0,1
2017-12-22 15:27:57,2017-12-22,15:27:57,84.0275,242.25,0.4825,595,-2.81538461538,0,0,1
2017-12-22 15:29:29,2017-12-22,15:29:29,83.9675,238.25,0.30500000000000005,595,-2.28846153846,0,0,1
2017-12-22 15:30:00,2017-12-22,15:30:00,84.0125,236.25,2.7875,595,-2.09230769231,0,0,1
2017-12-22 15:30:30,2017-12-22,15:30:30,83.9675,236.25,0.2425,590,-1.90769230769,0,0,1
2017-12-22 15:31:01,2017-12-22,15:31:01,83.9525,236.25,0.1975,580,-1.77692307692,0,0,1
2017-12-22 15:31:32,2017-12-22,15:31:32,83.985,235.25,0.20500000000000002,580,-1.65,0,0,1
2017-12-22 15:32:02,2017-12-22,15:32:02,84.0275,235.0,0.20500000000000002,580,-1.58076923077,0,0,1
2017-12-22 15:32:33,2017-12-22,15:32:33,84.0275,235.0,0.7274999999999999,580,-1.42692307692,0,0,1
2017-12-22 15:33:03,2017-12-22,15:33:03,84.0275,235.0,2.485,580,-1.28461538462,0,0,1
2017-12-22 15:33:34,2017-12-22,15:33:34,83.9675,235.0,0.195,580,-1.15769230769,0,0,1
2017-12-22 15:34:05,2017-12-22,15:34:05,84.0275,234.25,0.7174999999999999,575,-1.09615384615,0,0,1
2017-12-22 15:34:35,2017-12-22,15:34:35,84.045,233.0,2.28,575,-1.05384615385,0,0,1
2017-12-22 15:35:06,2017-12-22,15:35:06,83.8275,230.75,2.5175,570,-1.13076923077,0,0,1
2017-12-22 15:36:38,2017-12-22,15:36:38,84.0275,232.75,1.6825,570,-1.27692307692,0,0,1
2017-12-22 15:37:09,2017-12-22,15:37:09,84.0275,229.75,0.43999999999999995,575,-1.21923076923,0,0,1
2017-12-22 15:37:39,2017-12-22,15:37:39,84.0275,229.5,0.255,570,-1.18846153846,0,0,1
2017-12-22 15:38:10,2017-12-22,15:38:10,83.9575,227.5,0.31000000000000005,575,-1.13846153846,0,0,1
2017-12-22 15:38:40,2017-12-22,15:38:40,83.9575,228.25,0.2225,575,-1.07307692308,0,0,1
2017-12-22 15:39:11,2017-12-22,15:39:11,83.9425,225.0,0.2475,575,-0.992307692308,0,0,1
2017-12-22 15:39:42,2017-12-22,15:39:42,83.9575,226.25,0.515,575,-0.946153846154,0,0,1
2017-12-22 15:41:14,2017-12-22,15:41:14,83.9575,227.25,0.6175,570,-0.865384615385,0,0,1
2017-12-22 15:41:44,2017-12-22,15:41:44,83.9575,226.0,1.1600000000000001,575,-0.761538461538,0,0,1
2017-12-22 15:42:15,2017-12-22,15:42:15,84.07249999999999,228.25,0.41500000000000004,565,-0.688461538462,0,0,1
2017-12-22 15:42:45,2017-12-22,15:42:45,84.0175,229.25,0.79,570,-0.546153846154,0,0,1
2017-12-22 15:43:16,2017-12-22,15:43:16,83.9425,229.5,0.89,570,-0.434615384615,0,0,1
2017-12-22 15:43:47,2017-12-22,15:43:47,83.9425,231.75,0.52,570,-0.407692307692,0,0,1
2017-12-22 15:44:17,2017-12-22,15:44:17,84.0025,230.75,0.3975000000000001,565,-0.419230769231,0,0,1
2017-12-22 15:44:48,2017-12-22,15:44:48,84.0025,229.75,0.22749999999999998,565,-0.419230769231,0,0,1
2017-12-22 15:45:19,2017-12-22,15:45:19,84.0175,230.5,0.22500000000000003,565,-0.407692307692,0,0,1
2017-12-22 15:45:49,2017-12-22,15:45:49,84.0025,230.5,0.255,560,-0.430769230769,0,0,1
2017-12-22 15:46:51,2017-12-22,15:46:51,84.0175,228.5,0.32750000000000007,565,-0.434615384615,0,0,1
2017-12-22 15:47:52,2017-12-22,15:47:52,84.0175,227.25,0.195,565,-0.411538461538,0,0,1
2017-12-22 15:48:22,2017-12-22,15:48:22,84.0175,226.0,0.22500000000000003,570,-0.396153846154,0,0,1
2017-12-22 15:48:53,2017-12-22,15:48:53,84.0175,225.0,0.20750000000000002,575,-0.334615384615,0,0,1
2017-12-22 15:49:54,2017-12-22,15:49:54,84.0775,223.0,0.35500000000000004,575,-0.130769230769,0,0,1
2017-12-22 15:50:56,2017-12-22,15:50:56,84.0025,220.5,0.43500000000000005,585,0.15,0,0,1
2017-12-22 15:51:26,2017-12-22,15:51:26,84.0025,220.5,0.8350000000000001,585,0.326923076923,0,0,1
2017-12-22 15:51:57,2017-12-22,15:51:57,84.0025,219.5,0.695,590,0.542307692308,0,0,1
2017-12-22 15:52:28,2017-12-22,15:52:28,84.1375,218.5,0.20750000000000002,590,0.746153846154,0,0,1
2017-12-22 15:53:29,2017-12-22,15:53:29,84.0025,217.0,0.1975,590,1.01923076923,0,0,1
2017-12-22 15:53:59,2017-12-22,15:53:59,83.9575,215.0,0.20500000000000002,590,1.13076923077,0,0,1
2017-12-22 15:54:30,2017-12-22,15:54:30,84.0175,213.75,0.22750000000000004,585,1.23076923077,0,0,1
2017-12-22 15:55:01,2017-12-22,15:55:01,83.9475,213.75,0.23500000000000004,595,1.31538461538,0,0,1
2017-12-22 15:55:31,2017-12-22,15:55:31,83.975,212.75,0.2775,600,1.47307692308,0,0,1
2017-12-22 15:56:02,2017-12-22,15:56:02,83.8875,212.75,0.20500000000000002,600,1.60769230769,0,0,1
2017-12-22 15:56:33,2017-12-22,15:56:33,84.0175,212.75,0.21500000000000002,595,1.67307692308,0,0,1
2017-12-22 15:57:03,2017-12-22,15:57:03,83.9475,210.75,0.195,595,1.66923076923,0,0,1
2017-12-22 15:57:34,2017-12-22,15:57:34,83.9475,209.5,0.21750000000000003,595,1.64230769231,0,0,1
2017-12-22 15:58:05,2017-12-22,15:58:05,84.0175,210.5,0.20500000000000002,595,1.59230769231,0,0,1
2017-12-22 15:59:36,2017-12-22,15:59:36,84.0075,210.5,0.5225,595,1.15384615385,0,0,1
2017-12-22 16:00:07,2017-12-22,16:00:07,83.8875,210.5,0.545,595,1.05769230769,0,0,1
2017-12-22 16:00:38,2017-12-22,16:00:38,83.9325,210.5,0.20500000000000002,595,0.892307692308,0,0,1
2017-12-22 16:01:08,2017-12-22,16:01:08,84.0175,210.25,0.20500000000000002,590,0.707692307692,0,0,1
2017-12-22 16:01:39,2017-12-22,16:01:39,84.0025,209.25,0.22500000000000003,590,0.557692307692,0,0,1
2017-12-22 16:03:11,2017-12-22,16:03:11,84.0175,208.0,0.2625,595,0.273076923077,0,0,1
2017-12-22 16:04:12,2017-12-22,16:04:12,83.9475,207.75,0.21500000000000002,595,0.219230769231,0,0,1
2017-12-22 16:06:45,2017-12-22,16:06:45,83.965,205.25,0.7725000000000001,600,0.334615384615,0,0,1
2017-12-22 16:07:16,2017-12-22,16:07:16,83.9475,204.25,0.21500000000000002,595,0.273076923077,0,0,1
2017-12-22 16:07:47,2017-12-22,16:07:47,83.9475,202.25,0.305,595,0.157692307692,0,0,1
2017-12-22 16:08:17,2017-12-22,16:08:17,83.965,202.25,0.2475,595,0.134615384615,0,0,1
2017-12-22 16:08:48,2017-12-22,16:08:48,83.9475,201.25,0.365,595,0.161538461538,0,0,1
2017-12-22 16:09:18,2017-12-22,16:09:18,83.9475,203.0,0.375,600,0.238461538462,0,0,1
2017-12-22 16:09:49,2017-12-22,16:09:49,83.9475,203.0,0.22500000000000003,605,0.311538461538,0,0,1
2017-12-22 16:10:20,2017-12-22,16:10:20,83.9475,203.0,0.21500000000000002,605,0.376923076923,0,0,1
2017-12-22 16:10:50,2017-12-22,16:10:50,83.965,202.0,0.275,605,0.434615384615,0,0,1
2017-12-22 16:13:24,2017-12-22,16:13:24,83.9475,199.0,0.21500000000000002,615,0.757692307692,0,0,1
2017-12-22 16:13:54,2017-12-22,16:13:54,83.9475,197.75,0.20500000000000002,620,0.884615384615,0,0,1
2017-12-22 16:14:25,2017-12-22,16:14:25,84.0175,196.75,0.22500000000000003,615,0.896153846154,0,0,1
2017-12-22 16:14:55,2017-12-22,16:14:55,83.9475,195.75,0.2375,610,0.842307692308,0,0,1
2017-12-22 16:15:26,2017-12-22,16:15:26,83.9575,195.5,0.195,615,0.869230769231,0,0,1
2017-12-22 16:15:57,2017-12-22,16:15:57,84.0175,195.5,0.3775,605,0.788461538462,0,0,1
